"cycle","variable","original_variable","module","r_class","n_distinct_observed","n_missing","pct_missing"
"2013-2014","quest__WHD080R","WHD080R","Questionnaire","numeric",1,9153,89.95577395577395
"2013-2014","quest__WHD080S","WHD080S","Questionnaire","numeric",1,9232,90.73218673218673
"2013-2014","quest__WHD080T","WHD080T","Questionnaire","numeric",1,9179,90.21130221130221
"2013-2014","quest__WHD080U","WHD080U","Questionnaire","numeric",1,10160,99.85257985257985
"2013-2014","quest__WHD080L","WHD080L","Questionnaire","numeric",1,10146,99.71498771498771
"2013-2014","quest__WHD110","WHD110","Questionnaire","numeric",204,5996,58.92874692874693
"2013-2014","quest__WHD120","WHD120","Questionnaire","numeric",175,5151,50.62407862407863
"2013-2014","quest__WHD130","WHD130","Questionnaire","numeric",31,7410,72.82555282555283
"2013-2014","quest__WHD140","WHD140","Questionnaire","numeric",292,4072,40.01965601965602
"2013-2014","quest__WHQ150","WHQ150","Questionnaire","numeric",72,4155,40.83538083538084
"2013-2014","quest__WHQ030M","WHQ030M","Questionnaire","numeric",4,8697,85.47420147420148
"2013-2014","quest__WHQ500","WHQ500","Questionnaire","numeric",6,8697,85.47420147420148
"2013-2014","quest__WHQ520","WHQ520","Questionnaire","numeric",4,8697,85.47420147420148
"2013-2014","quest__SMAQUEX","SMAQUEX","Questionnaire","numeric",3,33,0.3243243243243243
"2013-2014","mort__ELIGSTAT","ELIGSTAT","Linked Mortality","integer",3,0,0
"2013-2014","mort__MORTSTAT","MORTSTAT","Linked Mortality","integer",2,4075,40.04914004914005
"2013-2014","mort__UCOD_LEADING","UCOD_LEADING","Linked Mortality","integer",10,9708,95.41031941031942
"2013-2014","mort__DIABETES","DIABETES","Linked Mortality","integer",2,9708,95.41031941031942
"2013-2014","mort__HYPERTEN","HYPERTEN","Linked Mortality","integer",2,9708,95.41031941031942
"2013-2014","mort__PERMTH_INT","PERMTH_INT","Linked Mortality","integer",85,4075,40.04914004914005
"2013-2014","mort__PERMTH_EXM","PERMTH_EXM","Linked Mortality","integer",86,4262,41.88697788697789
"2013-2014","mort__event","event","Linked Mortality","integer",2,4075,40.04914004914005
"2013-2014","mort__followup_months_interview","followup_months_interview","Linked Mortality","integer",85,4075,40.04914004914005
"2013-2014","mort__followup_months_exam","followup_months_exam","Linked Mortality","integer",86,4262,41.88697788697789
"2013-2014","mort__followup_years_interview","followup_years_interview","Linked Mortality","numeric",85,4075,40.04914004914005
"2013-2014","mort__followup_years_exam","followup_years_exam","Linked Mortality","numeric",86,4262,41.88697788697789
