"cycle","variable","original_variable","module","r_class","n_distinct_observed","n_missing","pct_missing"
"2013-2014","SEQN","SEQN","identifier","integer",10175,0,0
"2013-2014","dem__SDDSRVYR","SDDSRVYR","Demographic","numeric",1,0,0
"2013-2014","dem__RIDSTATR","RIDSTATR","Demographic","numeric",2,0,0
"2013-2014","dem__RIAGENDR","RIAGENDR","Demographic","numeric",2,0,0
"2013-2014","dem__RIDAGEYR","RIDAGEYR","Demographic","numeric",81,0,0
"2013-2014","dem__RIDAGEMN","RIDAGEMN","Demographic","numeric",25,9502,93.38574938574938
"2013-2014","dem__RIDRETH1","RIDRETH1","Demographic","numeric",5,0,0
"2013-2014","dem__RIDRETH3","RIDRETH3","Demographic","numeric",6,0,0
"2013-2014","dem__RIDEXMON","RIDEXMON","Demographic","numeric",2,362,3.557739557739558
"2013-2014","dem__RIDEXAGM","RIDEXAGM","Demographic","numeric",240,5962,58.5945945945946
"2013-2014","dem__DMQMILIZ","DMQMILIZ","Demographic","numeric",3,3914,38.466830466830466
"2013-2014","dem__DMQADFC","DMQADFC","Demographic","numeric",3,9632,94.66339066339067
"2013-2014","dem__DMDBORN4","DMDBORN4","Demographic","numeric",4,0,0
"2013-2014","dem__DMDCITZN","DMDCITZN","Demographic","numeric",4,4,0.03931203931203931
"2013-2014","dem__DMDYRSUS","DMDYRSUS","Demographic","numeric",11,8267,81.24815724815726
"2013-2014","dem__DMDEDUC3","DMDEDUC3","Demographic","numeric",19,7372,72.45208845208845
"2013-2014","dem__DMDEDUC2","DMDEDUC2","Demographic","numeric",7,4406,43.302211302211305
"2013-2014","dem__DMDMARTL","DMDMARTL","Demographic","numeric",8,4406,43.302211302211305
"2013-2014","dem__RIDEXPRG","RIDEXPRG","Demographic","numeric",3,8866,87.13513513513513
"2013-2014","dem__SIALANG","SIALANG","Demographic","numeric",2,0,0
"2013-2014","dem__SIAPROXY","SIAPROXY","Demographic","numeric",2,1,0.009828009828009828
"2013-2014","dem__SIAINTRP","SIAINTRP","Demographic","numeric",2,0,0
"2013-2014","dem__FIALANG","FIALANG","Demographic","numeric",2,121,1.1891891891891893
"2013-2014","dem__FIAPROXY","FIAPROXY","Demographic","numeric",2,121,1.1891891891891893
"2013-2014","dem__FIAINTRP","FIAINTRP","Demographic","numeric",2,121,1.1891891891891893
"2013-2014","dem__MIALANG","MIALANG","Demographic","numeric",2,2864,28.14742014742015
"2013-2014","dem__MIAPROXY","MIAPROXY","Demographic","numeric",2,2863,28.137592137592137
"2013-2014","dem__MIAINTRP","MIAINTRP","Demographic","numeric",2,2862,28.127764127764127
"2013-2014","dem__AIALANGA","AIALANGA","Demographic","numeric",3,3858,37.91646191646192
"2013-2014","dem__DMDHHSIZ","DMDHHSIZ","Demographic","numeric",7,0,0
"2013-2014","dem__DMDFMSIZ","DMDFMSIZ","Demographic","numeric",7,0,0
"2013-2014","dem__DMDHHSZA","DMDHHSZA","Demographic","numeric",4,0,0
"2013-2014","dem__DMDHHSZB","DMDHHSZB","Demographic","numeric",5,0,0
"2013-2014","dem__DMDHHSZE","DMDHHSZE","Demographic","numeric",4,0,0
"2013-2014","dem__DMDHRGND","DMDHRGND","Demographic","numeric",2,0,0
"2013-2014","dem__DMDHRAGE","DMDHRAGE","Demographic","numeric",63,0,0
"2013-2014","dem__DMDHRBR4","DMDHRBR4","Demographic","numeric",3,297,2.918918918918919
"2013-2014","dem__DMDHREDU","DMDHREDU","Demographic","numeric",7,294,2.8894348894348894
"2013-2014","dem__DMDHRMAR","DMDHRMAR","Demographic","numeric",8,123,1.2088452088452089
"2013-2014","dem__DMDHSEDU","DMDHSEDU","Demographic","numeric",7,4833,47.4987714987715
"2013-2014","dem__WTINT2YR","WTINT2YR","Demographic","numeric",7076,0,0
"2013-2014","dem__WTMEC2YR","WTMEC2YR","Demographic","numeric",8170,0,0
"2013-2014","dem__SDMVPSU","SDMVPSU","Demographic","numeric",2,0,0
"2013-2014","dem__SDMVSTRA","SDMVSTRA","Demographic","numeric",15,0,0
"2013-2014","dem__INDHHIN2","INDHHIN2","Demographic","numeric",16,133,1.307125307125307
"2013-2014","dem__INDFMIN2","INDFMIN2","Demographic","numeric",16,123,1.2088452088452089
"2013-2014","dem__INDFMPIR","INDFMPIR","Demographic","numeric",440,785,7.714987714987714
"2013-2014","has_exam_record","has_exam_record","integration flag","logical",2,0,0
"2013-2014","has_lab_record","has_lab_record","integration flag","logical",2,0,0
"2013-2014","has_questionnaire_record","has_questionnaire_record","integration flag","logical",1,0,0
"2013-2014","exam__PEASCST1","PEASCST1","Examination","numeric",3,362,3.557739557739558
"2013-2014","exam__PEASCTM1","PEASCTM1","Examination","numeric",1155,667,6.555282555282556
"2013-2014","exam__PEASCCT1","PEASCCT1","Examination","numeric",12,9855,96.85503685503686
"2013-2014","exam__BPXCHR","BPXCHR","Examination","numeric",58,8214,80.72727272727272
"2013-2014","exam__BPAARM","BPAARM","Examination","numeric",3,2640,25.945945945945947
"2013-2014","exam__BPACSZ","BPACSZ","Examination","numeric",5,2633,25.87714987714988
"2013-2014","exam__BPXPLS","BPXPLS","Examination","numeric",50,2626,25.808353808353807
"2013-2014","exam__BPXPULS","BPXPULS","Examination","numeric",2,664,6.5257985257985265
"2013-2014","exam__BPXPTY","BPXPTY","Examination","numeric",2,2611,25.66093366093366
"2013-2014","exam__BPXML1","BPXML1","Examination","numeric",30,2622,25.769041769041767
"2013-2014","exam__BPXSY1","BPXSY1","Examination","numeric",71,3003,29.513513513513512
"2013-2014","exam__BPXDI1","BPXDI1","Examination","numeric",59,3003,29.513513513513512
"2013-2014","exam__BPAEN1","BPAEN1","Examination","numeric",2,2636,25.906633906633907
"2013-2014","exam__BPXSY2","BPXSY2","Examination","numeric",73,2766,27.184275184275187
"2013-2014","exam__BPXDI2","BPXDI2","Examination","numeric",56,2766,27.184275184275187
"2013-2014","exam__BPAEN2","BPAEN2","Examination","numeric",2,2638,25.926289926289925
"2013-2014","exam__BPXSY3","BPXSY3","Examination","numeric",74,2767,27.194103194103192
"2013-2014","exam__BPXDI3","BPXDI3","Examination","numeric",58,2767,27.194103194103192
"2013-2014","exam__BPAEN3","BPAEN3","Examination","numeric",2,2638,25.926289926289925
"2013-2014","exam__BPXSY4","BPXSY4","Examination","numeric",57,9660,94.93857493857493
"2013-2014","exam__BPXDI4","BPXDI4","Examination","numeric",40,9660,94.93857493857493
"2013-2014","exam__BPAEN4","BPAEN4","Examination","numeric",2,9613,94.47665847665849
"2013-2014","exam__BMDSTATS","BMDSTATS","Examination","numeric",4,362,3.557739557739558
"2013-2014","exam__BMXWT","BMXWT","Examination","numeric",1385,452,4.442260442260442
"2013-2014","exam__BMIWT","BMIWT","Examination","numeric",3,9791,96.22604422604422
"2013-2014","exam__BMXRECUM","BMXRECUM","Examination","numeric",465,9110,89.53316953316953
"2013-2014","exam__BMIRECUM","BMIRECUM","Examination","numeric",1,10144,99.69533169533169
"2013-2014","exam__BMXHEAD","BMXHEAD","Examination","numeric",86,9946,97.74938574938575
"2013-2014","exam__BMIHEAD","BMIHEAD","Examination","numeric",0,10175,100
"2013-2014","exam__BMXHT","BMXHT","Examination","numeric",1089,1108,10.889434889434888
"2013-2014","exam__BMIHT","BMIHT","Examination","numeric",2,9954,97.82800982800983
"2013-2014","exam__BMXBMI","BMXBMI","Examination","numeric",440,1120,11.007371007371008
"2013-2014","exam__BMDBMIC","BMDBMIC","Examination","numeric",4,6652,65.37592137592138
"2013-2014","exam__BMXLEG","BMXLEG","Examination","numeric",244,2773,27.253071253071255
"2013-2014","exam__BMILEG","BMILEG","Examination","numeric",1,9825,96.56019656019656
"2013-2014","exam__BMXARML","BMXARML","Examination","numeric",356,874,8.58968058968059
"2013-2014","exam__BMIARML","BMIARML","Examination","numeric",1,9807,96.38329238329239
"2013-2014","exam__BMXARMC","BMXARMC","Examination","numeric",408,874,8.58968058968059
"2013-2014","exam__BMIARMC","BMIARMC","Examination","numeric",1,9803,96.34398034398033
"2013-2014","exam__BMXWAIST","BMXWAIST","Examination","numeric",1038,1514,14.87960687960688
"2013-2014","exam__BMIWAIST","BMIWAIST","Examination","numeric",1,9736,95.68550368550368
"2013-2014","exam__BMXSAD1","BMXSAD1","Examination","numeric",269,2957,29.061425061425062
"2013-2014","exam__BMXSAD2","BMXSAD2","Examination","numeric",271,2957,29.061425061425062
"2013-2014","exam__BMXSAD3","BMXSAD3","Examination","numeric",162,9817,96.48157248157248
"2013-2014","exam__BMXSAD4","BMXSAD4","Examination","numeric",171,9817,96.48157248157248
"2013-2014","exam__BMDAVSAD","BMDAVSAD","Examination","numeric",271,2957,29.061425061425062
"2013-2014","exam__BMDSADCM","BMDSADCM","Examination","numeric",5,9691,95.24324324324324
"2013-2014","exam__MGDEXSTS","MGDEXSTS","Examination","numeric",3,1884,18.51597051597052
"2013-2014","exam__MGD050","MGD050","Examination","numeric",3,4964,48.78624078624079
"2013-2014","exam__MGD060","MGD060","Examination","numeric",4,9983,98.11302211302211
"2013-2014","exam__MGQ070","MGQ070","Examination","numeric",3,2424,23.823095823095823
"2013-2014","exam__MGQ080","MGQ080","Examination","numeric",3,9234,90.75184275184274
"2013-2014","exam__MGQ090","MGQ090","Examination","numeric",3,9234,90.75184275184274
"2013-2014","exam__MGQ100","MGQ100","Examination","numeric",4,2423,23.813267813267814
"2013-2014","exam__MGQ110","MGQ110","Examination","numeric",3,9420,92.57985257985258
"2013-2014","exam__MGQ120","MGQ120","Examination","numeric",2,9420,92.57985257985258
"2013-2014","exam__MGD130","MGD130","Examination","numeric",3,2368,23.272727272727273
"2013-2014","exam__MGQ90DG","MGQ90DG","Examination","numeric",4,2368,23.272727272727273
"2013-2014","exam__MGDSEAT","MGDSEAT","Examination","numeric",2,4964,48.78624078624079
"2013-2014","exam__MGAPHAND","MGAPHAND","Examination","numeric",2,2368,23.272727272727273
"2013-2014","exam__MGATHAND","MGATHAND","Examination","numeric",2,2368,23.272727272727273
"2013-2014","exam__MGXH1T1","MGXH1T1","Examination","numeric",562,2377,23.36117936117936
"2013-2014","exam__MGXH1T1E","MGXH1T1E","Examination","numeric",2,2377,23.36117936117936
"2013-2014","exam__MGXH2T1","MGXH2T1","Examination","numeric",583,2493,24.5012285012285
"2013-2014","exam__MGXH2T1E","MGXH2T1E","Examination","numeric",2,2493,24.5012285012285
"2013-2014","exam__MGXH1T2","MGXH1T2","Examination","numeric",589,2386,23.44963144963145
"2013-2014","exam__MGXH1T2E","MGXH1T2E","Examination","numeric",2,2386,23.44963144963145
"2013-2014","exam__MGXH2T2","MGXH2T2","Examination","numeric",603,2503,24.5995085995086
"2013-2014","exam__MGXH2T2E","MGXH2T2E","Examination","numeric",2,2503,24.5995085995086
"2013-2014","exam__MGXH1T3","MGXH1T3","Examination","numeric",594,2389,23.479115479115478
"2013-2014","exam__MGXH1T3E","MGXH1T3E","Examination","numeric",2,2389,23.479115479115478
"2013-2014","exam__MGXH2T3","MGXH2T3","Examination","numeric",608,2511,24.678132678132677
"2013-2014","exam__MGXH2T3E","MGXH2T3E","Examination","numeric",2,2511,24.678132678132677
"2013-2014","exam__MGDCGSZ","MGDCGSZ","Examination","numeric",1128,2498,24.55036855036855
"2013-2014","exam__OHDEXSTS","OHDEXSTS","Examination","numeric",3,753,7.400491400491401
"2013-2014","exam__OHDDESTS","OHDDESTS","Examination","numeric",3,753,7.400491400491401
"2013-2014","exam__OHXIMP","OHXIMP","Examination","numeric",2,5856,57.552825552825546
"2013-2014","exam__OHX01TC","OHX01TC","Examination","numeric",3,1207,11.862407862407863
"2013-2014","exam__OHX02TC","OHX02TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX03TC","OHX03TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX04TC","OHX04TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX05TC","OHX05TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX06TC","OHX06TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX07TC","OHX07TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX08TC","OHX08TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX09TC","OHX09TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX10TC","OHX10TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX11TC","OHX11TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX12TC","OHX12TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX13TC","OHX13TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX14TC","OHX14TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX15TC","OHX15TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX16TC","OHX16TC","Examination","numeric",3,1207,11.862407862407863
"2013-2014","exam__OHX17TC","OHX17TC","Examination","numeric",3,1207,11.862407862407863
"2013-2014","exam__OHX18TC","OHX18TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX19TC","OHX19TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX20TC","OHX20TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX21TC","OHX21TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX22TC","OHX22TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX23TC","OHX23TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX24TC","OHX24TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX25TC","OHX25TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX26TC","OHX26TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX27TC","OHX27TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX28TC","OHX28TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX29TC","OHX29TC","Examination","numeric",5,1207,11.862407862407863
"2013-2014","exam__OHX30TC","OHX30TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX31TC","OHX31TC","Examination","numeric",4,1207,11.862407862407863
"2013-2014","exam__OHX32TC","OHX32TC","Examination","numeric",3,1207,11.862407862407863
"2013-2014","exam__OHX02CTC","OHX02CTC","Examination","character",11,1210,11.891891891891893
"2013-2014","exam__OHX03CTC","OHX03CTC","Examination","character",12,1210,11.891891891891893
"2013-2014","exam__OHX04CTC","OHX04CTC","Examination","character",12,1210,11.891891891891893
"2013-2014","exam__OHX05CTC","OHX05CTC","Examination","character",14,1210,11.891891891891893
"2013-2014","exam__OHX06CTC","OHX06CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX07CTC","OHX07CTC","Examination","character",14,1210,11.891891891891893
"2013-2014","exam__OHX08CTC","OHX08CTC","Examination","character",14,1210,11.891891891891893
"2013-2014","exam__OHX09CTC","OHX09CTC","Examination","character",14,1210,11.891891891891893
"2013-2014","exam__OHX10CTC","OHX10CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX11CTC","OHX11CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX12CTC","OHX12CTC","Examination","character",14,1210,11.891891891891893
"2013-2014","exam__OHX13CTC","OHX13CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX14CTC","OHX14CTC","Examination","character",10,1210,11.891891891891893
"2013-2014","exam__OHX15CTC","OHX15CTC","Examination","character",10,1210,11.891891891891893
"2013-2014","exam__OHX18CTC","OHX18CTC","Examination","character",11,1210,11.891891891891893
"2013-2014","exam__OHX19CTC","OHX19CTC","Examination","character",11,1210,11.891891891891893
"2013-2014","exam__OHX20CTC","OHX20CTC","Examination","character",14,1210,11.891891891891893
"2013-2014","exam__OHX21CTC","OHX21CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX22CTC","OHX22CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX23CTC","OHX23CTC","Examination","character",12,1210,11.891891891891893
"2013-2014","exam__OHX24CTC","OHX24CTC","Examination","character",12,1210,11.891891891891893
"2013-2014","exam__OHX25CTC","OHX25CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX26CTC","OHX26CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX27CTC","OHX27CTC","Examination","character",12,1210,11.891891891891893
"2013-2014","exam__OHX28CTC","OHX28CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX29CTC","OHX29CTC","Examination","character",13,1210,11.891891891891893
"2013-2014","exam__OHX30CTC","OHX30CTC","Examination","character",11,1210,11.891891891891893
"2013-2014","exam__OHX31CTC","OHX31CTC","Examination","character",11,1210,11.891891891891893
"2013-2014","exam__OHX02CSC","OHX02CSC","Examination","numeric",52,7800,76.65847665847666
"2013-2014","exam__OHX03CSC","OHX03CSC","Examination","numeric",66,7244,71.19410319410319
"2013-2014","exam__OHX04CSC","OHX04CSC","Examination","numeric",55,8143,80.02948402948404
"2013-2014","exam__OHX05CSC","OHX05CSC","Examination","numeric",50,8505,83.58722358722359
"2013-2014","exam__OHX06CSC","OHX06CSC","Examination","numeric",32,9557,93.92628992628993
"2013-2014","exam__OHX07CSC","OHX07CSC","Examination","numeric",43,9298,91.38083538083538
"2013-2014","exam__OHX08CSC","OHX08CSC","Examination","numeric",41,9257,90.97788697788698
"2013-2014","exam__OHX09CSC","OHX09CSC","Examination","numeric",45,9290,91.3022113022113
"2013-2014","exam__OHX10CSC","OHX10CSC","Examination","numeric",37,9258,90.98771498771498
"2013-2014","exam__OHX11CSC","OHX11CSC","Examination","numeric",35,9502,93.38574938574938
"2013-2014","exam__OHX12CSC","OHX12CSC","Examination","numeric",50,8509,83.62653562653563
"2013-2014","exam__OHX13CSC","OHX13CSC","Examination","numeric",52,8167,80.26535626535627
"2013-2014","exam__OHX14CSC","OHX14CSC","Examination","numeric",69,7233,71.0859950859951
"2013-2014","exam__OHX15CSC","OHX15CSC","Examination","numeric",52,7798,76.63882063882063
"2013-2014","exam__OHX18CSC","OHX18CSC","Examination","numeric",57,7533,74.03439803439802
"2013-2014","exam__OHX19CSC","OHX19CSC","Examination","numeric",73,7247,71.22358722358723
"2013-2014","exam__OHX20CSC","OHX20CSC","Examination","numeric",52,8143,80.02948402948404
"2013-2014","exam__OHX21CSC","OHX21CSC","Examination","numeric",49,8941,87.87223587223588
"2013-2014","exam__OHX22CSC","OHX22CSC","Examination","numeric",29,9834,96.64864864864865
"2013-2014","exam__OHX23CSC","OHX23CSC","Examination","numeric",27,9997,98.25061425061425
"2013-2014","exam__OHX24CSC","OHX24CSC","Examination","numeric",23,10049,98.76167076167076
"2013-2014","exam__OHX25CSC","OHX25CSC","Examination","numeric",23,10034,98.61425061425061
"2013-2014","exam__OHX26CSC","OHX26CSC","Examination","numeric",23,10010,98.37837837837839
"2013-2014","exam__OHX27CSC","OHX27CSC","Examination","numeric",29,9858,96.88452088452088
"2013-2014","exam__OHX28CSC","OHX28CSC","Examination","numeric",48,8882,87.29238329238329
"2013-2014","exam__OHX29CSC","OHX29CSC","Examination","numeric",60,8122,79.82309582309583
"2013-2014","exam__OHX30CSC","OHX30CSC","Examination","numeric",74,7220,70.95823095823096
"2013-2014","exam__OHX31CSC","OHX31CSC","Examination","numeric",59,7440,73.12039312039312
"2013-2014","exam__OHX02SE","OHX02SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX03SE","OHX03SE","Examination","numeric",5,6911,67.92137592137593
"2013-2014","exam__OHX04SE","OHX04SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX05SE","OHX05SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX07SE","OHX07SE","Examination","numeric",3,6911,67.92137592137593
"2013-2014","exam__OHX10SE","OHX10SE","Examination","numeric",3,6911,67.92137592137593
"2013-2014","exam__OHX12SE","OHX12SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX13SE","OHX13SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX14SE","OHX14SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX15SE","OHX15SE","Examination","numeric",5,6911,67.92137592137593
"2013-2014","exam__OHX18SE","OHX18SE","Examination","numeric",5,6911,67.92137592137593
"2013-2014","exam__OHX19SE","OHX19SE","Examination","numeric",5,6911,67.92137592137593
"2013-2014","exam__OHX20SE","OHX20SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX21SE","OHX21SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX28SE","OHX28SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX29SE","OHX29SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__OHX30SE","OHX30SE","Examination","numeric",5,6911,67.92137592137593
"2013-2014","exam__OHX31SE","OHX31SE","Examination","numeric",4,6911,67.92137592137593
"2013-2014","exam__CSXEXSTS","CSXEXSTS","Examination","numeric",3,6467,63.55773955773956
"2013-2014","exam__CSXEXCMT","CSXEXCMT","Examination","numeric",16,9967,97.95577395577395
"2013-2014","exam__CSQ245","CSQ245","Examination","numeric",4,6618,65.04176904176904
"2013-2014","exam__CSQ241","CSQ241","Examination","numeric",4,9196,90.37837837837837
"2013-2014","exam__CSQ260A","CSQ260A","Examination","numeric",3,9993,98.21130221130221
"2013-2014","exam__CSQ260D","CSQ260D","Examination","numeric",1,10101,99.27272727272727
"2013-2014","exam__CSQ260G","CSQ260G","Examination","numeric",1,9892,97.21867321867322
"2013-2014","exam__CSQ260I","CSQ260I","Examination","numeric",1,10070,98.96805896805897
"2013-2014","exam__CSQ260N","CSQ260N","Examination","numeric",1,9754,95.86240786240786
"2013-2014","exam__CSQ260M","CSQ260M","Examination","numeric",1,7421,72.93366093366093
"2013-2014","exam__CSQ270","CSQ270","Examination","numeric",3,9892,97.21867321867322
"2013-2014","exam__CSQ450","CSQ450","Examination","numeric",83,6755,66.38820638820638
"2013-2014","exam__CSQ460","CSQ460","Examination","numeric",95,6759,66.42751842751842
"2013-2014","exam__CSQ470","CSQ470","Examination","numeric",95,6763,66.46683046683046
"2013-2014","exam__CSQ480","CSQ480","Examination","numeric",67,6764,66.47665847665849
"2013-2014","exam__CSQ490","CSQ490","Examination","numeric",94,6764,66.47665847665849
"2013-2014","exam__CSXQUIPG","CSXQUIPG","Examination","numeric",85,7042,69.2088452088452
"2013-2014","exam__CSXQUIPT","CSXQUIPT","Examination","numeric",5,7042,69.2088452088452
"2013-2014","exam__CSXNAPG","CSXNAPG","Examination","numeric",91,7046,69.24815724815726
"2013-2014","exam__CSXNAPT","CSXNAPT","Examination","numeric",5,6958,68.38329238329239
"2013-2014","exam__CSXQUISG","CSXQUISG","Examination","numeric",101,7061,69.39557739557739
"2013-2014","exam__CSXQUIST","CSXQUIST","Examination","numeric",5,7061,69.39557739557739
"2013-2014","exam__CSXSLTSG","CSXSLTSG","Examination","numeric",99,6958,68.38329238329239
"2013-2014","exam__CSXSLTST","CSXSLTST","Examination","numeric",5,6958,68.38329238329239
"2013-2014","exam__CSXNASG","CSXNASG","Examination","numeric",99,6957,68.37346437346437
"2013-2014","exam__CSXNAST","CSXNAST","Examination","numeric",5,6957,68.37346437346437
"2013-2014","exam__CSXTSEQ","CSXTSEQ","Examination","character",2,6941,68.21621621621622
"2013-2014","exam__CSXCHOOD","CSXCHOOD","Examination","numeric",4,6648,65.33660933660934
"2013-2014","exam__CSXSBOD","CSXSBOD","Examination","numeric",4,6650,65.35626535626535
"2013-2014","exam__CSXSMKOD","CSXSMKOD","Examination","numeric",4,6652,65.37592137592138
"2013-2014","exam__CSXLEAOD","CSXLEAOD","Examination","numeric",4,6655,65.4054054054054
"2013-2014","exam__CSXSOAOD","CSXSOAOD","Examination","numeric",4,6655,65.4054054054054
"2013-2014","exam__CSXGRAOD","CSXGRAOD","Examination","numeric",4,6656,65.41523341523342
"2013-2014","exam__CSXONOD","CSXONOD","Examination","numeric",4,6656,65.41523341523342
"2013-2014","exam__CSXNGSOD","CSXNGSOD","Examination","numeric",4,6656,65.41523341523342
"2013-2014","exam__CSXSLTRT","CSXSLTRT","Examination","numeric",98,8580,84.32432432432432
"2013-2014","exam__CSXSLTRG","CSXSLTRG","Examination","numeric",5,8580,84.32432432432432
"2013-2014","exam__CSXNART","CSXNART","Examination","numeric",97,8562,84.14742014742015
"2013-2014","exam__CSXNARG","CSXNARG","Examination","numeric",5,8562,84.14742014742015
"2013-2014","exam__CSAEFFRT","CSAEFFRT","Examination","numeric",5,6638,65.23832923832924
"2013-2014","lab__URXUMA","URXUMA","Labs","numeric",628,2123,20.864864864864867
"2013-2014","lab__URXUMS","URXUMS","Labs","numeric",628,2123,20.864864864864867
"2013-2014","lab__URXCRS","URXCRS","Labs","numeric",408,2123,20.864864864864867
"2013-2014","lab__URDACT","URDACT","Labs","numeric",2853,2123,20.864864864864867
"2013-2014","lab__LBXAPB","LBXAPB","Labs","numeric",155,7030,69.0909090909091
"2013-2014","lab__LBDAPBSI","LBDAPBSI","Labs","numeric",155,7030,69.0909090909091
"2013-2014","lab__LBXSAL","LBXSAL","Labs","numeric",31,3622,35.597051597051596
"2013-2014","lab__LBDSALSI","LBDSALSI","Labs","numeric",31,3622,35.597051597051596
"2013-2014","lab__LBXSAPSI","LBXSAPSI","Labs","numeric",316,3623,35.6068796068796
"2013-2014","lab__LBXSASSI","LBXSASSI","Labs","numeric",116,3624,35.616707616707615
"2013-2014","lab__LBXSATSI","LBXSATSI","Labs","numeric",130,3624,35.616707616707615
"2013-2014","lab__LBXSBU","LBXSBU","Labs","numeric",63,3622,35.597051597051596
"2013-2014","lab__LBDSBUSI","LBDSBUSI","Labs","numeric",63,3622,35.597051597051596
"2013-2014","lab__LBXSC3SI","LBXSC3SI","Labs","numeric",22,3622,35.597051597051596
"2013-2014","lab__LBXSCA","LBXSCA","Labs","numeric",39,3664,36.00982800982801
"2013-2014","lab__LBDSCASI","LBDSCASI","Labs","numeric",39,3664,36.00982800982801
"2013-2014","lab__LBXSCH","LBXSCH","Labs","numeric",252,3624,35.616707616707615
"2013-2014","lab__LBDSCHSI","LBDSCHSI","Labs","numeric",252,3624,35.616707616707615
"2013-2014","lab__LBXSCK","LBXSCK","Labs","numeric",605,3633,35.70515970515971
"2013-2014","lab__LBXSCLSI","LBXSCLSI","Labs","numeric",32,3622,35.597051597051596
"2013-2014","lab__LBXSCR","LBXSCR","Labs","numeric",210,3622,35.597051597051596
"2013-2014","lab__LBDSCRSI","LBDSCRSI","Labs","numeric",210,3622,35.597051597051596
"2013-2014","lab__LBXSGB","LBXSGB","Labs","numeric",39,3631,35.68550368550368
"2013-2014","lab__LBDSGBSI","LBDSGBSI","Labs","numeric",39,3631,35.68550368550368
"2013-2014","lab__LBXSGL","LBXSGL","Labs","numeric",266,3622,35.597051597051596
"2013-2014","lab__LBDSGLSI","LBDSGLSI","Labs","numeric",266,3622,35.597051597051596
"2013-2014","lab__LBXSGTSI","LBXSGTSI","Labs","numeric",202,3623,35.6068796068796
"2013-2014","lab__LBXSIR","LBXSIR","Labs","numeric",229,3648,35.85257985257985
"2013-2014","lab__LBDSIRSI","LBDSIRSI","Labs","numeric",229,3648,35.85257985257985
"2013-2014","lab__LBXSKSI","LBXSKSI","Labs","numeric",31,3623,35.6068796068796
"2013-2014","lab__LBXSLDSI","LBXSLDSI","Labs","numeric",205,3624,35.616707616707615
"2013-2014","lab__LBXSNASI","LBXSNASI","Labs","numeric",27,3622,35.597051597051596
"2013-2014","lab__LBXSOSSI","LBXSOSSI","Labs","numeric",55,3622,35.597051597051596
